gene	TAM 1	TAM 2	prol. TAM6	prol. TAM13	DC1	DC2	DC3	DC4	Monocytes	T cells	Regulatory T cells	NK cells	B cells	plasma B cells	Mast cells
Ric8	0	0	0	0.165126853	0	0.371044358	0	0	0	0	0	0	0	0.118018405	0
Pddc1	0	0	0	0.232351716	0	0	0.486785165	0.467529856	0	0	0	0	0	0.107522547	0
Xcr1	0	0	0	0	4.268114595	0	0	0	0	0	0	0	0	0	0
Ffar4	0	0	0	0	2.265362737	0.586170652	0	0.309462492	0	0	0	0	0	0	0
Clec9a	0	0	0	0	1.542171203	0	0	0.527628592	0	0	0	0	0	0	0
Flt3	0	0	0	0	1.076059189	0.456400588	1.188019159	0.599925201	0	0	0	0	0	0	0
Atox1	0	0	0	0	18.32465733	20.10346537	20.41041094	3.693019446	12.34233242	2.634440594	3.624255156	2.589395423	2.599106845	1.756402129	5.383301321
Snx22	0	0	0	0	1.106056828	0	0	0	0	0	0	0	0	0	0
Timeless	0	0	0	0	1.230957532	0	0	0	0	0	0	0	0	0	0
Btla	0	0	0	0	0.976343869	0.517587695	0.323082032	0	0	0	0	0	0.507299373	0	0
Pomp	0	0	0	0	8.687775882	5.270506804	0	0	0	2.91209425	0	3.159910113	2.112822629	1.337350403	2.98003218
Gcsam	0	0	0	0	0.903675371	0	0	0	0	0	0	0	0	0	0
Batf3	0	0	0	0	1.936501646	0	2.756667927	0.078787043	0	0.05824888	0.130398525	0.065246908	0.088316599	0.044294534	0.066148218
Plet1	0	0	0	0	3.046774957	2.052906716	0	0	0	0	0	0	0	0	0
Rala	0	0	0	0	3.208313018	1.384614069	2.458488968	0	0	0.467446066	0.543325542	0.574152098	0.483703283	0.369024799	0.489627468
Psme1	0	0	0	0	11.41419905	0	15.36888295	8.482412253	0	0	0	0	0	1.620442939	2.813606396
Sod1	0	0	0	0	3.116564756	0	1.658674625	0	0.733813158	0	0	0	0	0.502269445	0
Pbx1	0	0	0	0	0.758015715	0.156960795	0.213432497	0	0	0	0	0	0	0	0
Rtp4	0	0	0	0	0.382111309	0	0.901816195	0.228839613	6.0510302	0	0	1.716423763	1.183472007	0.314131828	1.65338211
Cldn1	0	0	0	0	0.678740219	0.491633416	0	0	0	0	0	0	0	0	0
Rpl14	0	0	0	0	38.23072792	0	18.40134857	0	15.7955473	36.32683593	0	35.08607555	40.11686513	14.78130105	0
Actb	0	0	0	0	100.5325601	75.31810851	141.3861791	0	0	0	0	0	40.15160195	12.10775217	37.16976752
Sult1a1	0	0	0	0	1.106281459	0.342747628	0	0	0	0	0	0	0	0	0
Ppp1r14a	0	0	0	0	0.761079391	1.133868684	0	0	0	0	0	0	0	0	0
H2-D1	0	0	0	0	18.58731218	0	39.16474941	39.92127269	0	0	0	0	18.86791921	13.77459687	21.59260868
Mycl	0	0	0	0	0.59387268	0	0	0	0	0	0	0	0	0	0
Slc8b1	0	0	0	0	0.895671883	0	0.260489559	0.42082352	0.303176477	0.046903565	0.060877227	0.033334944	0.067312166	0.061640432	0.041533756
Sh3bgrl3	0	0	0	0	26.49932341	28.95102272	0	0	0	0	0	0	0	3.354337207	24.64621273
A530099J19Rik	0	0	0	0	0.554215278	0	0	0	0	0	0	0	0	0	0
Hepacam2	0	0	0	0	0.647550396	0.333425172	0	0	0	0	0	0	0	0.091419828	0
Ece1	0	0	0	0	0.753415904	0.231189064	0.393549917	0	0	0	0	0	0	0	0
Commd8	0	0	0	0	2.576371828	0	0	0.583833644	0	0	0.598813242	0.67539245	0.652425679	0.192639151	0.545996617
Camk1d	0	0	0	0	1.244904805	0	0.08349202	0.137218246	0	0.136639655	0.065753197	0.105622722	0.201415987	0.046829302	0.056774053
Nav1	0	0	0	0	0.652728048	0.44414928	0.481988723	0	0	0	0	0	0	0	0.290439028
Fndc5	0	0	0	0	0.496457587	0	0	0	0	0	0	0	0	0	0
Emp3	0	0	0	0	0.850860354	2.484170276	1.178186147	5.650443972	6.610551209	2.581631052	4.444503729	1.824487342	1.523303297	2.458954867	0
Cxx1b	0	0	0	0	0.801255359	0	0	0	0	0	0	0	0	0	0
3-Sep	0	0	0	0	0.481456625	0	0	0	0	0	0	0	0	0	0
Kctd14	0	0	0	0	0.739175855	1.54439446	0	0	0	0	0	0	0.298112444	0	0
Tbca	0	0	0	0	5.044002243	0	4.282883598	4.19168603	2.000691448	0	0	0	0	0.753655764	0
Dbn1	0	0	0	0	0.445666333	0	0	0	0	0	0	0	0	0	0
Gnb4	0	0	0	0	0.748213011	0.351724736	4.398831282	0.492838898	0	0	0	0	0	0	0.48613643
Arhgdib	0	0	0	0	2.522435335	3.984303648	1.58316446	0	0	7.14198847	8.834979542	0	0	1.905578475	0
Arpc2	0	0	0	0	12.55664498	0	0	5.914923655	11.46890733	6.907791748	0	0	5.799924497	2.040365202	0
Cystm1	0	0	0	0	0.530933667	0.171838373	0.543908131	0	0	0	0.513944546	0	0	0	0
Gdi2	0	0	0	0	5.91656011	4.894555417	0	0	0	2.299786819	2.399050901	1.667550091	0	1.256336791	1.642849776
Gpr33	0	0	0	0	0.462490376	0	0	0	0	0	0	0	0	0	0
Plcb4	0	0	0	0	0.377433244	0	0	0	0	0	0	0	0	0	0
Ap1s3	0	0	0	0	0.511829855	0.309192794	0	0	0	0	0	0	0	0	0.398430195
Mospd1	0	0	0	0	0.64807583	0	0	0	0	0	0	0	0	0	0
Plekha5	0	0	0	0	0.536931366	0.357997428	0	0	0	0	0	0	0	0	0
Hspa8	0	0	0	0	26.99697903	0	0	0	0	0	0	0	0	4.909154143	0
Pianp	0	0	0	0	0.392512479	0	0	0	0	0	0	0	0	0	0
Serf2	0	0	0	0	17.25851417	0	0	0	0	9.895273748	9.770574931	0	8.644204462	5.307204161	0
Tspan33	0	0	0	0	0.574930045	0.194228012	0.894626997	0	0	0	0	0	0	0	0
Naga	0	0	0	0	1.05231334	0.540666458	0.202419232	0	0	0.091706386	0.12109111	0.147258838	0.12242215	0.073725438	0
Mctp1	0	0	0	0	0.43151761	0	0	0	0	0	0	0	0	0	0.62669588
Sh3bp1	0	0	0	0	1.462261493	0.750355421	0.878027943	0.184615406	0	0	0	0	0.175131006	0.099768399	0.208291129
2310031A07Rik	0	0	0	0	0.56674484	0	0	0	0	0	0	0	0	0	0
Kmo	0	0	0	0	0.489138086	1.335178136	0	1.774562494	0	0	0	0	0	0	0
Wdr86	0	0	0	0	0.327686131	0.189813546	0	0	0	0	0	0	0	0	0
Myadm	0	0	0	0	0.843676371	0.677268916	0.7615491	0.098847576	0	0.037037668	0.064643864	0.033336302	0.08849308	0.084577823	0.05352687
Ryr1	0	0	0	0	0.445996651	0.313146259	0	0	0	0	0	0	0.335372555	0.132929175	0
Ttc39a	0	0	0	0	0.322790056	0	0	0	0	0	0	0	0	0	0
2700060E02Rik	0	0	0	0	4.747908694	0	0	0	0	0	0	0	0	1.74929784	0
Cdc14a	0	0	0	0	0.546321772	0	0	0	0	0	0	0	0	0	0
Asb2	0	0	0	0	0.550320982	0	0	0	0	0	0.390785339	0	0	0	0
Mpc2	0	0	0	0	2.166850447	0	0.863751694	0	0	0	0	0.890219799	0	0.869257413	0
Phf11a	0	0	0	0	1.340688819	1.244061745	1.108166987	0	1.276256936	0.45077968	0	0.289619682	0.457679163	0.063101681	0.122778186
Slc46a3	0	0	0	0	0.435445461	0.36136662	0	0.236985582	0	0	0	0	0	0	0
Lsr	0	0	0	0	0.450411389	0.280302991	0.311119221	0	0.239818913	0	0	0	0	0	0
Rpl36al	0	0	0	0	13.38796674	0	5.615371893	15.7655135	0	0	0	0	0	14.12462751	0
Rasgrp4	0	0	0	0	0.372561489	0.365692746	0	0	0.262232656	0	0	0	0	0	0
Rab43	0	0	0	0	0.627865356	0.240227819	0.360536821	0.044105858	0	0.046976527	0.068840312	0.070852972	0	0.030864334	0.039523328
Mtmr4	0	0	0	0	0.4563181	0.318552419	0.745768081	0	0	0	0	0	0	0	0
Ildr1	0	0	0	0	0.422702927	0	0	0	0	0	0	0	0	0	0
Gbp7	0	0	0	0	0.132904906	0	0.268920429	0.121911224	1.3151376	1.237024238	1.793413139	0	0.624673324	0.13762114	0
Net1	0	0	0	0	0.466983199	0	2.919009956	1.00645617	0	0	0	0	0	0	0
Ccdc12	0	0	0	0	4.370875977	4.759680967	0	0	0	0	0	0	2.090568009	0.410626319	0
Got2	0	0	0	0	1.135822587	0	0.869487995	0	0	0	0	0	0	0	0.212386429
Skap2	0	0	0	0	1.955142881	1.825722341	1.566415489	1.626141557	1.845343196	0.179861631	0.389992729	0.27252945	0.486826755	0.225177147	0.436919138
Stx17	0	0	0	0	0.362539001	0.190279321	0	0	0	0	0	0	0	0	0
Chuk	0	0	0	0	0.638193438	0.41392862	0.487448279	0.446954112	0	0	0	0	0	0.132581779	0.117131226
Kit	0	0	0	0	0.300619244	0.353872424	0	0	0	0	0	0	0	0	4.067678014
Plekho2	0	0	0	0	0.938193153	0	0.178124414	0.180108629	0.641596271	0.205062907	0.26595935	0	0.236966409	0.089233974	0.292094878
Zbtb46	0	0	0	0	0.270725122	0.233492946	0.461771046	0	0	0	0	0	0	0	0
Dbnl	0	0	0	0	2.08395083	1.967351424	1.610268056	2.291204701	0	0	0	0	0	0.443582525	0.638591743
Gbp2	0	0	0	0	0.22652389	0	2.580703395	0.136930321	3.537103577	0.826361103	0.685599975	0.388571664	0.627178281	0.141074399	0.560732088
Prdx2	0	0	0	0	3.050014065	0	0	1.248163794	0	0	2.620755051	1.371603232	0	0.951850885	0
Pip4k2a	0	0	0	0	0.764316032	0.835306687	0.482432235	0.686530744	0	0.21047843	0.186252467	0.173489272	0	0.066871279	0
Hspe1	0	0	0	0	6.998073231	0	0	0	3.067740896	0	3.614293575	0	6.480228518	1.669763758	0
Arpc3	0	0	0	0	8.044145741	0	8.933329828	7.794925148	7.896465842	4.650762044	0	0	4.473333284	1.496902167	0
Gpx4	0	0	0	0	2.187756394	0	6.999947887	0	0	3.083437966	0	0	2.720592632	1.469214983	6.162049471
Herpud1	0	0	0	0	1.290094142	1.054392849	1.695109286	2.378951937	0.347700412	0.286204402	0.382577378	0.388007407	0.826269161	3.503554015	0
Sdad1	0	0	0	0	0.525563464	0	0.05612368	0.103129117	0	0	0	0	0	0.09074354	0
Maf	0	0	0	0	0.099128193	0.089794838	0.059570932	0.086210347	0	0.636944724	5.726553471	0.365112626	0.119786291	0.093046738	0.401584584
Prkd3	0	0	0	0	0.616079861	0.690522373	0.137071618	0.158447745	0	0	0.065234067	0.326772562	0	0.044287188	0
Lemd2	0	0	0	0	0.487667227	0	0	0	0	0.106344868	0	0	0	0.062380917	0.043378195
Upp1	0	0	0	0	0.512311317	0	0	0	0	0	0	0	0	0	0
Ccl17	0	0	0	0	3.810153756	11.15977533	12.28108078	0	0	0	0	0	0	0	0
Prr5	0	0	0	0	0.276642853	0.135523473	0	0.831684941	0	0	0	0	0.583525291	0.729738601	0
Pigf	0	0	0	0	0.458173891	0.234171634	0.101014801	0.092823285	0	0	0	0	0	0.090236919	0
Fzd1	0	0	0	0	0.165090016	0	0	0	0	0	0	0	0	0	0
Lrrk2	0	0	0	0	0.23709519	0	0	0	0	0	0	0	0	0	0
Il21r	0	0	0	0	0.154068416	0	1.466275341	1.585492417	0.886792666	0	0	0.326127466	0	0.089459996	0.135807485
Ppm1k	0	0	0	0	0.368293039	0.188960612	0	0	0	0	0	0	0	0	0
Oasl2	0	0	0	0	0.556893778	2.596420214	2.241559257	0	3.644740003	0.657963412	0.58901513	0.578142377	0.808074724	0.171549171	0.702449023
Ndrg1	0	0	0	0	0.510923607	0	1.672234333	0	0	0	0.353300779	0	0	0	0
Casp6	0	0	0	0	0.531645133	0.316090398	0.349221231	0	0	0.135877013	0.460305969	0.134746824	0.126286419	0.060147349	0
Psma4	0	0	0	0	3.579779029	0	0	0	2.924775958	0	0	0	1.735749791	1.258027621	0
Vdac2	0	0	0	0	3.705657579	0	0	1.715360007	0	1.727817449	1.752908217	1.635101189	1.933995221	0.799880736	0
Isoc2b	0	0	0	0	0.420500251	0	0	0	0	0	0.221683717	0	0	0	0
Rgs18	0	0	0	0	0.281061664	0.400436034	0	0.549066358	0	0	0	0	0	0	2.552348274
Cpne3	0	0	0	0	0.96397845	0.605940542	0	0.971624029	0	0	0.261396712	0	0.285356947	0.091942512	0
Hic1	0	0	0	0	0.243808372	0	0	0	0	0	0	0	0	0	0
Tlr11	0	0	0	0	0.174324312	0	0	0	0	0	0	0	0	0	0
Prcp	0	0	0	0	1.35653038	1.915969005	1.616544399	1.495833159	0	0.152281312	0.155611027	0.226166107	0	0.324217459	0.244248053
Tmem50a	0	0	0	0	1.317711194	1.554357158	0.721193583	0	0	0	3.350207663	0	1.412237899	1.036239527	0
Eno1	0	0	0	0	1.794066044	0	1.703922042	1.194856574	5.502273322	0	5.441387166	0	2.214281109	0.539537293	2.719274997
Erlin1	0	0	0	0	0.426474064	0.311950003	0.802943254	0	0	0.029404615	0.052726112	0.023734939	0	0	0
Uqcrb	0	0	0	0	5.195488666	0	0	0	0	0	0	0	2.434859871	2.130208161	0
Larp1b	0	0	0	0	0.335998919	0	0	0	0	0	0.295311328	0	0	0.30092995	0
Vwf	0	0	0	0	0.190924363	0	0	0	0	0	0	0	0	0	0
Gbp3	0	0	0	0	0.113282631	0	0	0.089556405	1.389845351	0.317403237	0	0.35147649	0.311048444	0.131894941	0.197958389
Lamtor4	0	0	0	0	0.796798301	1.078968495	0.34318523	0	0	0	0	0	1.162917855	0.592838213	1.26510771
Tspo	0	0	0	0	10.1900112	9.83188314	16.60115707	5.603930779	13.86786222	4.979260222	5.62103692	0	2.979969154	2.20426375	4.263612384
Sumo3	0	0	0	0	1.808126316	0	0.79752243	1.396013604	0	0.752374981	0	0.740892839	0	0.446480681	0.748137355
Pcbp2	0	0	0	0	4.202301123	0	4.446246952	0	0	0	0	0	0	1.277861433	0
Ccdc107	0	0	0	0	1.056996524	0	0.214616958	0.742824106	0.292962648	0	0	0	0.315377107	0.289463292	0.766444969
Prkra	0	0	0	0	0.467483796	0	0.316215109	0	0	0.089430095	0	0.11537964	0.050140146	0.025124377	0
Stx16	0	0	0	0	1.386921592	1.272294678	0	1.303259821	1.117708011	0	0.612208401	0	0	0.312946892	0.441662357
Strbp	0	0	0	0	0.28976437	0	0.481861253	0.264944862	0	0	0.169414024	0.221329753	0.359533384	0.263741737	0
Sla	0	0	0	0	1.696436433	2.326157356	0.231649027	0.532458711	0	0	2.41241556	0.701831223	0.72105409	0.325887442	0.70739347
Cct3	0	0	0	0	1.800746525	1.272323839	0	0	0.691133188	0	0	0	0	0.419479512	0
F2rl2	0	0	0	0	0.17515748	0	0	0	0	0	0	0	0	0	0
Cs	0	0	0	0	0.919247054	0.705246215	0	0	0	0	0	0	0	0.292981742	0.353342058
Siglecg	0	0	0	0	0.28699304	0.819574839	1.189171715	0.30485214	0	0	0	0	1.957790633	0	0
Uqcrfs1	0	0	0	0	2.447642549	0	0	0	0	0	0	0	0	1.105756291	0
Lims1	0	0	0	0	1.155185802	1.243104047	0	1.213299526	0	0.548003245	0	0.51642216	0.452714012	0.343011898	0
Bcl2l14	0	0	0	0	0.283749903	0	3.71279619	0	0	0	0	0	0	0	0
Rnf157	0	0	0	0	0.3116222	0	0.710048463	0	0	0	0.428484549	0.435141896	0	0	0
Rtn1	0	0	0	0	0.233015935	0.309996078	0	0	0	0	0	0	0	0	0
Ppp1r2	0	0	0	0	1.170467006	0.877217792	0.833844452	0	0	0	0	0.401687879	0	0.375267	0
Gm21975	0	0	0	0	0.33713639	0.196270836	0	0	0	0	0	0	0	0	0
Psma3	0	0	0	0	3.750713637	0	3.451401496	0	0	0	3.71218531	0	0	1.837137778	0
Procr	0	0	0	0	0.398808864	0.406421616	0.805033178	0.342253099	0	0	0	0	0	0	0
Nsun2	0	0	0	0	0.677879848	0	0.172878913	0	0	0	0	0	0	0.127722552	0
Kremen2	0	0	0	0	0.220818569	0	0	0	0	0	0	0	0	0	0
Slc25a38	0	0	0	0	0.34381669	0.286537364	0.337908747	0	0	0	0	0	0	0	0
Ddx58	0	0	0	0	0.087539169	0	0.275440855	0.071613347	0.87096032	0	0	0	0	0.16525598	0
Tap1	0	0	0	0	2.816114516	0	3.035636078	0	2.409620685	0	2.714683234	1.222218014	0	0.658389027	0.895595704
Atp6v0e	0	0	0	0	5.706952007	0	6.056451673	5.35646806	0	2.858747024	0	2.838273118	2.580058051	1.47413714	0
Zcchc4	0	0	0	0	0.25679763	0	0	0	0	0	0	0	0	0	0
Psmb1	0	0	0	0	5.227039841	0	0	6.106768652	0	5.069096826	0	0	0	2.506020006	0
Gpr82	0	0	0	0	0.179378138	0.193793566	0	0	0	0	0	0	0	0	0
Hiat1	0	0	0	0	0.569538715	0	0.188661181	0.413763047	0	0	0.450003557	0	0	0.15873256	0
Sgms1	0	0	0	0	0.275499868	0	0	0	0	0	0.422505591	0	0	0	0
Abhd17a	0	0	0	0	1.03756124	0	0.240925719	1.893455408	0	0	0	0	0.401886898	0.194088535	0.332617572
C1qbp	0	0	0	0	1.515908668	0	0.681344778	0	0.556545664	0	0.619745471	0	0	0.469225736	0
Eif3k	0	0	0	0	5.306727883	0	3.155930747	0	0	0	0	0	0	2.072960418	0
St8sia1	0	0	0	0	0.264011415	0.335744544	0	0.338666873	0	0	0	0	0	0	0
Kynu	0	0	0	0	0.258337463	0.570074864	0.423871326	0.25025782	0	0	0	0	0	0	0
Ndufb11	0	0	0	0	2.964568326	0	1.259866223	0	1.609651411	0	0	2.732315875	0	0	0
Asap2	0	0	0	0	0.166478192	0	0.218991737	0	0	0	0	0	0	0	0
Trim35	0	0	0	0	0.424083113	0	0.857121092	0	0.111695284	0	0	0.094864756	0	0.056022116	0
Cdc42bpg	0	0	0	0	0.194516189	0	0	0	0	0	0	0	0	0	0
Tnp2	0	0	0	0	0.259023607	0.322890552	0	0	0	0	0	0	0	0	0
Sct	0	0	0	0	0.55991419	0	0	2.455458973	0	0	0	0	0	0	0
Ctdp1	0	0	0	0	0.29583183	0	0	0	0	0	0	0	0	0	0
Psenen	0	0	0	0	1.377319262	0	1.820489769	0	0	0	3.187043597	0	0	1.487285005	0
Fancl	0	0	0	0	0.256140385	0.143198051	0	0	0	0	0	0	0	0	0
Spg21	0	0	0	0	1.610517347	0	0	0.661387443	1.319558764	0.680335279	0	0.688061309	0.60118563	0.273609915	0
Gpr4	0	0	0	0	0.128014039	0	0	0	0	0	0	0	0	0	0
Pvrl1	0	0	0	0	0.163314858	0.24261535	0.366831544	0	0	0	0	0	0	0	0
Rab30	0	0	0	0	0.145639953	0	0	0	0	0	0	0	0	0	0
Ptpn1	0	0	0	0	0.74033979	0	0	0	3.441197014	1.122204827	0	0.952701306	0	0.408322788	0.603631002
Sec61g	0	0	0	0	8.579469979	0	0	14.26282351	0	0	0	0	0	9.887166976	9.868011878
Gtpbp4	0	0	0	0	0.866659391	0.79930585	1.182618132	0	0	0	0	0	0	0.269218029	0
Zbp1	0	0	0	0	2.06104957	0	2.408921445	1.22382481	7.319165192	0	0	2.302272408	2.147392175	1.831382127	1.844250669
Clnk	0	0	0	0	0.160135236	0	0	0	0	0	0	0.530953088	0	0	0.376828805
Lgals8	0	0	0	0	0.04426845	0	0.076919153	0.130631908	0.614769695	0	0	0	0	0.080189723	0
Lrba	0	0	0	0	0.257284134	0.155524331	0	0	0	0	0.578969014	0	0	0	0
Trio	0	0	0	0	0.32030276	0.208999072	0	0.072584868	0	0.025867147	0.029748523	0	0.064613668	0.015350271	0.221623458
Cep152	0	0	0	0	0.245045566	0.175669365	0	0	0	0	0	0	0	0	0
Tmem27	0	0	0	0	0.113702118	0	0	0	0	0	0	0	0	0	0
Mrps28	0	0	0	0	0.69742493	0	0.125408606	0	0.290658729	0	0	0	0	0	0
Ptrhd1	0	0	0	0	0.835360127	0	0.302188288	0	0	0.299410453	0	0.308564263	0.230797564	0.19660785	0.310851447
Snx21	0	0	0	0	0.300642178	0.247696571	0	0	0	0	0	0	0	0	0
Papd4	0	0	0	0	0.656105637	0	0	0	0.521740971	0.229662809	0	0.220679004	0.244962837	0.222264112	0.222365765
Ctnna1	0	0	0	0	0.519435593	0.391315624	1.624707255	0	0	0.147572816	0	0	0.097089082	0.043345209	0.652890583
Htr7	0	0	0	0	0.179887751	0.201748399	0.405914721	0	0	0	0	0	0	0	0
Anks3	0	0	0	0	0.253984254	0.173875926	0	0.216425094	0	0	0	0	0	0	0
Gramd2	0	0	0	0	0.116093253	0	0	0	0	0	0	0	0	0	0
Fam49b	0	0	0	0	3.487182991	4.419707296	0	1.364653576	4.16848771	1.864401084	0	0	0	0.384811724	1.227358001
Treml4	0	0	0	0	0.177119785	0	0	0	0	0	0	0	0	0	0
Gnb2	0	0	0	0	4.563836346	0	0	0	4.414930525	2.532853943	0	2.533161719	2.347353387	1.101053035	2.354195025
Csad	0	0	0	0	0.215234833	0	0	0	0	0	0	0	0	0	0
Tspan32	0	0	0	0	0.041351685	0.042286817	0.039912861	0.023928203	0.213570609	0	1.82933	0	1.107254558	0.147031679	0
Gm9530	0	0	0	0	0.180917197	0.180749986	0	0	0	0	0	0	0	0	0
Stk32c	0	0	0	0	0.151463465	0.141502655	0	0	0	0	0.195130504	0	0	0	0
Gltp	0	0	0	0	2.011614672	1.811572519	0	4.050353841	0	1.070611218	0	0.813675923	0.673788248	0.388386878	0.486917907
Ptpn6	0	0	0	0	1.248626269	0	0.939087243	6.355583733	3.684965174	1.79750049	1.034110934	1.67067673	0	0.367537315	1.153336007
Ear2	0	0	0	0	0.197225789	0	0	0	0	0	0	0	0	0	0
Gng10	0	0	0	0	0.182902587	0	0	0	0	0	0	0	0	0	0
B230219D22Rik	0	0	0	0	0.750535413	0	0	0	0	0	0	0	0	0.13240279	0
Eif3g	0	0	0	0	1.785622566	0	0	0	0	0	0	0	0	0	0.879900308
Cdh15	0	0	0	0	0.143699177	0	0	0	0	0	0	0	0	0	0
Preb	0	0	0	0	0.565617959	0	0.195807354	0	0	0	0	0	0	0.456127444	0
Arl3	0	0	0	0	0.512715268	0	0.622694423	0	0	0	0	0	0	0.177124418	0
Anxa7	0	0	0	0	0.886039747	0	0.970333721	0.766873937	0	0	0	0	0	0	0
Nono	0	0	0	0	1.880005025	0	0	1.853380875	0	0	1.757987318	0	0	0.477878717	0.905327399
Fam3c	0	0	0	0	0.096117161	0.274635967	0.132477302	2.199753091	0.2772374	0	0.922488934	0.290344468	0.615957182	0.070363235	0
Fbl	0	0	0	0	1.550769753	0	0.434807335	1.435060513	0	0	0	0	0	0.383437536	0
Mpzl2	0	0	0	0	0.115161766	0	0	0	0	0	0	0	0	0	0
Dcaf12	0	0	0	0	0.553387268	0.474098425	0.201394768	0	0	0	0	0.215459215	0	0.202848818	0
Dlgap4	0	0	0	0	0.709416479	0	0.969608152	0.192825876	0	0	0	0	0	0.094563883	0.171503295
Eef1e1	0	0	0	0	0.601294013	0	0.154388779	0	0	0	0	0	0	0.200287916	0
Enho	0	0	0	0	0.106712757	0	0	0	0	0	0	0	0	0	0
Apod	0	0	0	0	0.190068566	0.978788435	0	1.645712579	0	0	0	0	0	0	0
Strip2	0	0	0	0	0.12128588	0	0.891059678	0	0	0	0	0	0	0	0
AU020206	0	0	0	0	0.38062149	0.721179434	0.237798196	0.55051188	0.748853849	0	0	0	0	0.637200839	0.381281818
Isyna1	0	0	0	0	0.538610102	0	0.125184705	0	0	0	0	0	0	0.154031708	0
Taf13	0	0	0	0	0.563819509	0.631567843	0.421562264	0.452068248	0	0	0.194918288	0	0.195744844	0.108265333	0
Lxn	0	0	0	0	0.084933003	0.201305058	0	0.18920862	0	0	0.762880062	0.226455813	0.126228188	0.065857209	1.917246569
Grm1	0	0	0	0	0.127188087	0	0	0	0	0	0	0	0	0	0
Col23a1	0	0	0	0	0.105350834	0	0	0	0	0	0	0	0	0	0
Ly75	0	0	0	0	0.207799236	0	1.064332877	0	0	0	0	0	0	0	0
Tiam1	0	0	0	0	0.213721864	0	0	0	0	0	0.347179082	0	0	0	0
Laptm4b	0	0	0	0	0.244606684	0	1.276140756	0	0	0	0	0	0	0	0
Gfpt1	0	0	0	0	0.484354205	0.428677978	1.195161286	0	0	0.192950435	0	0.196644305	0.18572766	0	0
2310009B15Rik	0	0	0	0	0.478914693	0	0	0	0.451242272	0	0	0	0	0.116318042	0
Tmbim6	0	0	0	0	3.030780012	0	0	6.276201162	6.516446677	3.452204903	0	3.459048836	2.650160765	3.246738543	0
Tor1a	0	0	0	0	0.830828961	0	0.208802271	0	0.739654072	0.387703588	0	0.218141591	0.361005235	0.247027066	0
Rnf4	0	0	0	0	0.738127165	0	0	0	0	0	0	0	0	0.29734483	0
Ank1	0	0	0	0	0.107572421	0	0	0	0	0	0	0	0	0	0
Mycbp	0	0	0	0	0.44258704	0	0	0	0	0	0	0	0	0.484724535	0
Lima1	0	0	0	0	0.235612754	0	1.246376436	0	0	0	0	0	0	0	0
Zdhhc13	0	0	0	0	0.30566168	0.235230435	0	0.332083136	0	0.063911144	0.078576398	0	0	0.016048489	0
Chchd6	0	0	0	0	0.243056218	0	0	0	0	0	0	0	0	0	0
Rtca	0	0	0	0	0.498026817	0	0	0	0	0	0	0	0	0.182485819	0
Gm26670	0	0	0	0	0.18816669	0	0	0	0	0	0	0	0	0	0
Rbm17	0	0	0	0	1.107629494	0	1.411635033	0	0	0	0	0	0	0.36888262	0.493863194
Suclg1	0	0	0	0	0.989814367	0.883418417	0	0	0	0	0	0.958454145	0	0.449272711	0
Clasp1	0	0	0	0	0.277346122	0	0.414696767	0	0	0	0.227684004	0	0.236875689	0	0
Rab39	0	0	0	0	0.130115451	0	0	0	0	0	0	0	0	0	0
Fcrla	0	0	0	0	0.241250172	0	0	3.855080018	0	0	0	0	2.003798948	0.567062999	0
Cyb5r4	0	0	0	0	0.859265941	0	0	0	0	0	0	0	0	0.203928196	0
Tomm34	0	0	0	0	0.562034109	0	0	0	0	0	0	0	0.609346164	0.09321084	0
Prss30	0	0	0	0	0.14277656	0	0	0.306645714	0	0	0	0	0	0	0
Clec1b	0	0	0	0	0.115129127	0	0	0	0	0	0	0	0	0	0
Tram2	0	0	0	0	0.181786687	0	0	0	0	0	0	0	0	0.620514045	0
Fkbp4	0	0	0	0	0.700841326	0	0.22832793	0	0.343109274	0.674319914	0	0	0	0.338109901	0
Rnasel	0	0	0	0	0.024310249	0.086808457	0.018487742	0.400960982	0	0	0	0	0	0.04535944	0.355701151
Gfer	0	0	0	0	0.956793054	0	0	0.371120991	0	0.340917505	0.370306081	0.316917589	0	0.319393339	0.285545983
Srgap3	0	0	0	0	0.160663889	0	0	0.637005548	0	0	0	0	0	0	0
Slc33a1	0	0	0	0	0.271612803	0	0.439057052	0	0	0	0	0	0	0.24011739	0
Arl6	0	0	0	0	0.197269309	0	0	0	0	0	0	0	0	0	0
Vhl	0	0	0	0	0.447665608	0	0.505722448	0.142093792	0	0.12138928	0.12804632	0.114959107	0.09943065	0.074993315	0.137212588
Polr1a	0	0	0	0	0.262251099	0	0	0	0	0	0	0	0	0	0
Gabbr1	0	0	0	0	0.141148066	0	0	0	0	0	0	0	0	0	0
Inip	0	0	0	0	0.252673517	0	0.237441619	0	0	0	0	0	0	0.06426403	0
2200002D01Rik	0	0	0	0	0.113828173	0	0.543092843	0	0	0	0	0	0	0	0
Psma5	0	0	0	0	2.643678861	0	2.799869158	0	0	0	0	0	1.298634158	1.064619804	0
Tespa1	0	0	0	0	0.237314029	0.379605126	0	0.227000477	0	0	0	0.247542686	0	0	0.481483452
Ptgis	0	0	0	0	0.103282648	0	0	0	0	0	0	0	0	0	0
Polr2g	0	0	0	0	1.267935332	0	1.606637971	1.435581216	0	0	0	0	0	0.328969058	0
